content,docs,etc,howto,name,purpose,service,target
"
								- 전화 문의: 1588-7500
							",,,,," 
								- 영세지역 또는 취약지역(도시빈촌, 농어촌 및 산간벽지, 도서지역 등)에 거주하는 시설개선능력이 없는 고객, 사회복지시설 및 기타 지원이 필요한 곳
							",전기안전봉사,"
								- 전기안전점검 부적합 설비 수리 및 개선
							"
"
								- 전화문의(02-334-1042) ,- 신청기간: 8월 중
							",,,,," 
								- 기초생활수급자 및 차상위계층, 소외계층 층 저소득 계층
							",연탄나눔 운동,"
								- 개인, 기업 및 단체의 후원으로 한 가구당 연탄 200~300장 지원
							"
"
								- 전화문의: 02-509-2999
							",,,,," 
								- 농어촌 아동, 노인, 다문화, 북한이탈주민 등 4대 취약계층
							",희망마차 달리기 사업,"
								- 1가구당 3만원 상당의 물품 및 맞춤형 서비스 지원
							"
"
								- 상담전화 : 1577-8179
							",,,,," 
								- 소외된 어린이, 어르신, 다문화가족, 북한이주민
							",희망풍차,"
								- 적십자사 전문봉사원 2명이 매주 1회 이상 어려운 가정을 방문하여 반찬전달, 목욕봉사 등의 기본서비스는 물론 각 대상자에게 꼭 필요한 도움(의료, 주거개선, 교육, 기초생활)을 제공해드리는 맞춤형 통합서비스
							"
"
								- 각 지역별  좋은마음센터 이용(위치 : 홈페이지 참조)
							",,,,," 
								- 심리, 정서적 도움이 필요한 아동 및 가족
							",심리정서지원사업,"
								- 전문적인 상담, 치료 및 지속적인 사후관리 등 통합적 서비스 제공을 통해 아동, 청소년의 정신건강문제에 적극적으로 대응하여 지역사회 변화를 실천
							"
,,,,," 
								- 저소득 가정
							",걱정해결사업(직업개발비 지원),"
								- 공동모금회를 통해 메리츠화재와 업무협약을 진행한 지자체 예산 지원
							"
,,,,," 
								- 저소득 위기가정
							",걱정해결사업(주거비지원),"
								- 공동모금회를 통해 메리츠화재와 업무협약을 진행한 지자체 예산 지원
							"
"
								- 국번없이 132
							",,,,," 
								- 법률상담이 필요한 분
							",무료법률상담 및 소송지원,"
								- 무료법률상담 및 소송지원
							"
"
								- 매년 4/4분기 공고
							",,,,," 
								- 신입생으로 입학하는 저소득 가정 학생들
							",초등학생 책가방 지원사업,"
								- 학교생활에 필요한 가방 및 학용품을 지원해주어 학교생활을 준비하게 함
							"
"
								- 공동모금회를 통해 메리츠화재와 업무협약을 진행한 지자체 예산 지원
							",,,,," 
								- 저소득 가정 자녀
							",걱정해결사업(교육비 지원),"
								- 아동 및 청소년 학습 능력 향상을 위한 교육비 지원
							"
"
								- 각 병원 사회사업실 접수
							",,,"
								- 홈페이지 참조
							",," 
								- 만 24세미만의 백혈병소아암 및 희귀혈액질환 환아,- 만18세 이전에 진단받은 환아만 가능,- 소득기준 : 중위소득130%이하,- 재산기준 : 재역별, 가구규모별 일반재산의 최고재산액(대도시기준)의 350%이하
							",치료비 지원,"
								- 치료비 최고 1천만원 지원 ,- 수술비 최고 2천만원 지원 ,- 조혈모세포 구득료 690만원 지원
							"
"
								- 관공서/복지시설 공문 및 추천서 접수,- 신청기간은 매년 하반기
							",,,"
								- 국민기초생활수급자: 수급자증명서,- 차상위계층: 차상위계층 증빙서류,- 일반가정은 홈페이지 참조
							",," 
								- 일반 저소득자는 소득 및 자산보유기준 충족 필요(홈페이지 참조),- 기타조건: 다문화가정, 북한이탈주민
							",기프트 카,"
								- 서민창업용 차량 지원,ㆍ차량구입비: 레이, 포터2, 봉고3, 그랜드스타렉스 / 창업자금 500만원 / 창업교육 및 컨설팅 지원
							"
"
								- 협력병원(홈페이지 참조),- 연중 신청접수
							",,,,," 
								- 질병이 의심되거나 이미 발병한 18세 이하 국내 거주 저소득가정 아동,ㆍ외국인 이주노동자 자녀, 난민 포함(치료목적으로 일시 입국한 자는 제외),ㆍ국민기초생활수급자, 차상위본인부담경감대상자, 한부모가족대상자,ㆍ최저생계비 대비 160%이하 가정
							",검사 및 외래비 지원사업,"
								- 1인 최대 100만원 이하의 검사 및 치료비(외래/입원),- 확진을 위한 검사비,- 외래치료비,- 입원 및 수술치료비
							"
"
								- 인터넷 접수: 인천,, 시흥, ,- 방문 접수: 인천, 시흥 승마힐링센터 ,- 전화 접수: 인천 승마힐링센터(1566-7006), 시흥 승마힐링센터(1566-3923) ,- 연중 접수
							",,,,," 
								- 정서행동장애를 가진 소아 청소년
							",승마힐링센터,"
								- 승마힐링 프로그램,- 상담힐링 프로그램
							"
"
								- 인터넷 접수: ,- 연중 수시 접수
							",,,"
								,
							",," 
								- 3개월 이내 발생한 위기상황(예기치 못한 실직, 질병, 가구의 주 소득원의 사망, 가출, 학대, 폭력, 화재, 수혜 등)에 직면한 아동청소년 가정
							",위기아동지원사업,"
								- 생계비(공과금, 식료품비, 교통비, 통신비, 난방비 등),- 주거비(월 임대료, 임시주거비, 주거환경개선비 등),- 의료비(아동 및 주 양육자의 입원·통원 진단비, 간병비, 의료보조기구 구입 또는 대여비, 심리치료비),- 지원대상으로 선정되면 최소 30만원부터 최대 500만원, 최대 3개월까지 지원,- 더 많은 지원이 필요한 경우, 기관 및 아동의 가정과 논의 후 다른 지원으로 연계 가능
							"
"
								- 우편접수: 서울 마포구 도화동 292-20 도원빌딩 7층 원모평애재단,- 접수공고: 매년 1월 중
							",,,"
								- 홈페이지에서 양식 다운로드 wonmo.org,ㆍ장학생 신청서 1부, 자기소개서 1부, 꿈 소개서 1부, 추천서 1부(출석교회 담임 목회자),ㆍ가족관계증명서 1통(부 또는 모 기준으로 발급, 주민번호명시), 성적증명서 1통,ㆍ개인정보 수집/공개 동의서, 본인통장 사본,ㆍ서약서: 장학생 프로그램(비전특강 및 꿈 보고회 등)에 참여관련 등
							",," 
								- 한국국적 소지자(이중국적 포함), 단, 한국국적이 없는 학생이 부모와 함께 국내 6년 이상 거주한 경우 지원 가능,- 당해년도 재학 또는 재학예정자,- 가정연합 목회자의 추천을 받은 자,- 꿈과 비전이 있는 학생
							",원모장학,"
								- 성적장학: 고등학생 100만원, 대학생 400만원,- 복지장학: 고등학생 100만원, 대학생 200만원,- 대학원생 및 해외유학생 500만원
							"
"
								- 인터넷 접수: www.limsooboksf.com ,- 연중 수시 접수, 심사는 매년 1월 실시
							","
								,
							",,"
								- 기초생활수급자: 주민등록등본 1부, 수급자 증명서 1부,- 차상위계층: 주민등록등본 1부, 다음의 서류 중 1부(한부모가족 증명서, 장애수당 대상자 확인서, 차상위본인부담경감대상자 증명서, 자활근로자 확인서, 요금감면 이동전화 서비스 신청용 감면대상자 증명서 또는 이동전화 요금감면 소득인정액 증명서, 복지대상자 급여(변경)신청 결과통보서),- 일반 저소득층: 주민등록등본 1부, 부모 모두의 건강 장기 요양보험료 납부확인서, 부모 모두의 세목별 과세(납세) 증명서 ,- 자기소개서(사진부착, 별도 양식있음) 1부 ,- 환경조사서(추천자 작성, 별도 양식있음) 1부 ,- 재학증명서 1부
							",," 
								- 꿈 장학생: 기초생활수급자, 차상위계층, 일반 저소득층 자녀로서 각 항을 충족한 학생,ㆍ소년소녀가장이면서 성실한 학생,ㆍ학칙에 의하여 징계 중에 있지 아니한 학생,ㆍ무단조퇴, 결석을 하지 않는 학생,ㆍ불우한 환경 속에서 학업태도가 양호하고 모범적인 학생
							",장학사업,"
								- 장학금 지원,- 금액 미정
							"
"
								- 우편 접수(홈페이지의 각 지역별 접수처 참조: www.womenfund.or.kr),- 접수 일정: 매년 4월~6월
							","
								,
							",,"
								- 신청서, 추천서, 주민등록등본, 가족관계증명서 등
							",," 
								- 대한민국에 거주하는 다문화 가정 자녀 및 부모(개인정보수집 및 이용동의 필요)
							",다문화아동 외가방문 지원사업,"
								- 모국 방문(방문국가 매년 상이, 홈페이지 공고 참조)
							"
"
								- 집배원 및 주민센터 추천, 우정청에서 취합하여 재단에서 심사
							",,,,," 
								- 우체국공익재단 선정 지자체의 지역사회 소외계층(지자체 선정: 매년 말 홈페이지를 통해 신청접수)
							",지역사회 불우이웃 지원,"
								- 월 10만원 상당의 생필품 및 현금 지원
							"
"
								- 인터넷(tidyo@purme.org), 관련서류 홈페이지 공고 참조(연중 공고 및 접수)
							",,,,," 
								- 보조기구 지원이 필요한 만 18세 미만의 교통사고 후유장애가 있거나 등록된 장애아동 청소년(2년 이내 재단 지원받은 경우 제외)
							",장애아동 이동편의 지원사업,"
								- 보조기구 지원(1인당 300만원 한도), 가족지원(단체여행, 재활치료비, 생필품, 의류, 식료품, 선물 등), 재활치료비 1인당 최대 200만원
							"
"
								- 홈페이지 www.holt.or.kr 공지사항에서 ""신청하기"" 버튼 클릭 *접수일정 : 4월~12월
							",,,"
								,
							",," 
								- 유아를 양육중인 미혼 한부모가정 중 경제적 어려움을 겪고 있거나, 미혼모자시설 퇴소 및 입양숙려제기간 동안 아동양육물품이 필요한 가정
							",365베이비케어키트,"
								- 아동양육물품 KIT(분유, 기저귀, 물티슈 등),- 최대 6회까지 지원가능 , ㆍKIT A: ~18개월 미만, KIT B: 18~36개월 미만
							"
"
								- 매년 5월~6월 홈페이지 공고 참조(www.kncsw.bokji.net) /추가접수 필요시 9월
							",,,"
								,
							",," 
								- 만 18세 미만의 아동을 양육하는 조손, 한부모, 장애, 다문화가정, 자립아동세대, 소년소녀가장 등(기관당 최대 3세대 신청 가능)
							",무주택 저소득층 임차자금 지원사업,"
								- 1세대당 500~1,000만원의 임차보증금을 무상으로 지원
							"
"
								- 매년 4월 중 홈페이지 공고 참조, 방문 및 등기우편 접수
							",,,,," 
								- 우체국보험 가입자 또는 가입자 자녀,- 국내 4년제 대학교 재학생(졸업까지 2학기 이상 남은 자),- 최저생계비 200%이하, 직전학기 15학점 이상 이수(성적 70/100 이상),- 연 2회 이상의 재단의 봉사활동 참여 가능자
							",우체국보험장학생,"
								- 총 200만원(반기별 100만원)
							"
"
								-  매월 5일 18시까지 인터넷으로 접수(www.babo.or.kr 공지사항, 연중사업)
							",,,"
								,
							",," 
								- 비정규직에 종사하는 실질적 여성가장이면서 차상위계층 혹은 비수급권자
							",근로빈곤 여성가장 긴급생계비 지원사업,"
								- 신청자의 상황을 고려하여 1인당 최대 400만원 이내 지원
							"
"
								- 각 지역 KT&G복지재단을 통해서 신청(사회복지 지원사업은 협력지자체 통해서 신청),- 연중(교복지원사업은 2월)
							",,,,," 
								- KT&G복지재단 협력지방자치단체 거주 저소득 위기가정 추천 세대,- KT&G복지재단 관할 지역 저소득 다문화가정,- 정신건강 문제를 가진 지역아동센터 아동,- 관할지역 및 지방 차상위, 저소득 가정 중/고등학생
							",사회복지 지원사업,"
								- 저소득 위기가정: 위기가정 공과금 및 공공보험료 지원,- 저소득 다문화가정: 합동결혼식 지원(매년 10~11월),- 지역아동센터 아동: 정신건강 지원사업,- 저소득 가정 중/고등학생: 교복상품권 25만원
							"
